dateid,categoryid,countryid,totalsales
214,3,1,67.18067865334032
215,1,24,52.717317880130956
215,4,19,53.21088364948421
216,4,45,41.41717321744636
216,3,15,48.67774588037359
216,3,31,44.65638869025864
216,1,45,41.37501839065014
216,1,34,43.31564226067078
217,2,17,65.20477685585092
217,1,55,55.81174080047968
217,2,47,44.22525513489752
217,3,9,59.06412369521156
217,1,20,40.46013027683678
217,3,41,55.55769017936909
218,4,52,20.29697441408585
218,2,43,27.107837848770004
218,1,35,58.32993169499054
218,2,55,62.925491584268755
219,4,45,39.04940819427321
219,2,41,53.47673996803006
219,3,21,50.601468475407174
219,3,49,47.601461680656705
220,3,55,37.86495007870377
220,4,36,57.13882820380266
221,1,35,67.70486162737085
221,3,5,38.57316082281183
221,4,44,38.5553155782392
221,4,33,52.51589038858447
221,2,2,38.05446920103478
222,2,23,37.08873206812683
222,1,16,69.47697187616797
222,2,45,38.13178071307166
222,3,16,41.864684357209356
222,3,17,51.5158070121002
222,1,41,50.101314027633784
222,4,18,42.18151044637481
223,3,42,47.71332695747103
223,1,24,47.97970281407577
223,2,40,50.26100491369176
223,1,4,22.648684177040433
224,1,34,50.11845639030091
224,1,19,60.1000466007974
224,4,47,47.81399440590675
224,3,4,42.333394598524464
225,4,45,63.840881011130705
225,1,49,55.94089456827953
225,4,13,63.240567825524124
226,1,7,61.4729218012538
227,1,39,59.2844208099764
227,1,46,64.43666590163679
227,3,43,51.29934782422059
227,3,12,53.60608522897894
228,3,10,44.925907548329704
228,4,23,49.57731417261467
228,1,38,53.65887369007842
228,1,6,59.194234429825116
228,3,19,57.58339851599294
229,3,1,50.31537552036184
229,3,48,44.36040370920123
229,1,55,45.53358636305704
229,2,17,53.217341997374255
229,3,28,43.54290054447958
229,3,6,53.326153841635104
229,3,15,57.500658410040394
229,4,3,49.76922079482747
230,2,35,48.9481426664521
230,2,46,66.67133303292984
230,1,38,49.19337094736383
230,3,3,49.1562735170703
230,1,38,47.47386443022322
230,2,22,46.91160482666728
230,3,52,59.536170092564596
231,1,4,35.116228974887555
232,2,47,42.769661102451195
232,4,38,58.68431980740258
232,4,24,39.41445045926894
232,4,49,47.71658453970695
232,4,27,41.34950847767881
233,1,50,52.91318206757943
233,4,13,42.5489530011524
233,3,42,44.746745495624666
233,1,23,69.27178373011536
234,2,18,66.95458569779584
234,3,36,42.52055905900616
234,1,18,58.90935060731533
234,3,14,70.64954452047711
234,3,48,45.738047685742934
234,1,4,54.90021176587459
235,3,15,63.09933370971839
235,1,53,51.32184270620202
235,2,27,55.7363377084438
235,3,37,52.76193221699684
235,4,8,41.25661636406067
235,2,10,45.86045748845238
236,4,46,41.74685916814264
236,1,9,67.66093589908982
236,2,38,45.221519927718575
236,3,51,34.92813981949803
237,1,18,45.64446914714946
237,4,14,61.245574344596264
237,2,42,31.427912234048065
237,1,4,62.57872499917085
238,2,17,38.569563651447496
238,2,26,63.69400195593731
238,2,51,49.941187188653934
238,3,40,54.841319881310206
238,3,24,56.51685863090075
238,3,34,61.41698273493107
238,2,53,38.243311362881016
239,3,5,70.1514314582183
239,1,4,61.283165007935295
240,4,48,58.04641246500114
240,2,3,48.823257598332944
240,3,1,39.98109365632532
240,1,3,41.301132547416735
240,4,23,46.54131208877615
240,3,14,56.735022377618606
240,1,5,34.0388772770883
240,3,18,42.90634102238054
240,1,55,74.73505690882439
240,4,45,46.727523127762474
241,4,5,48.47046818563258
241,3,51,32.2142033897871
241,1,9,53.92517270273268
241,1,10,40.776922021089604
241,1,40,71.69250374249643
242,1,29,49.118745418726135
243,4,49,51.66192241447851
243,1,50,38.46529888204326
243,1,28,34.6031233645491
244,2,50,60.27174583781305
244,3,14,56.71576727700515
244,3,37,45.24342376042415
244,1,24,50.693322190865075
245,3,45,54.539783551238536
245,3,52,51.04941102343122
246,1,2,51.73314998174151
246,4,47,48.48180039774188
246,2,53,42.55335091664711
246,4,53,64.65921451413911
246,4,53,68.15728156799777
246,3,38,59.31354939755151
247,4,29,42.747076510906965
247,2,40,56.442731420046925
248,4,12,36.112091634243804
248,1,21,40.153247534241316
248,3,6,33.57915825555074
248,1,12,34.10360606403154
248,4,15,64.24113607207516
248,4,41,48.49192816074634
249,3,46,65.75319157700288
249,3,55,44.68998180780816
249,4,33,41.25819425722687
249,2,3,53.85888904933667
249,2,20,66.42862580445583
249,2,45,49.14447310208583
249,2,37,36.793652102717864
249,2,36,62.48360858564507
250,1,2,42.99585132977489
250,2,40,59.24046304393716
251,3,45,45.489133976459236
251,3,22,50.8305590606136
252,1,36,59.80487298315614
252,1,8,38.57080081845185
252,2,13,57.71024698278662
252,3,43,49.25748051187963
253,4,25,56.84076095605129
253,2,31,58.88771269660156
253,4,42,49.38790579546883
253,2,48,37.125030641315206
253,4,49,45.31672691938781
253,2,27,53.71510305128039
253,4,2,39.073039010628015
254,3,10,69.95585936675502
255,2,25,32.89877531037756
255,3,38,56.78117957997455
255,4,8,58.90602186333107
255,2,36,47.72198558248138
255,2,49,64.54993221877608
255,4,9,52.280298336066515
255,1,22,45.41484665410843
255,2,49,39.47682198925212
255,2,4,53.586728624717885
256,4,14,31.571370815215978
256,3,9,41.58904398711596
256,3,29,46.25674323350362
256,4,46,42.13238453847161
256,3,44,56.04973027324362
257,3,1,51.87162615741768
257,3,16,33.691291582672704
257,1,50,73.10399951840523
257,1,46,44.62019140812082
258,4,7,75.81542627401778
258,4,2,53.01741669371199
258,4,49,47.815181790825
259,1,49,54.10045500134583
259,1,41,62.353933675740656
259,4,45,54.8397340699844
259,1,8,57.43427144565825
260,3,45,38.0979018210813
260,2,20,38.583031764260184
260,3,47,38.80560871204598
261,4,55,49.584025749791905
261,1,16,53.07981478886097
261,3,5,65.62297463484704
261,1,26,65.79596501715689
262,4,38,47.22220009848835
262,3,14,37.0748967488107
262,4,5,61.28373972936575
262,2,50,68.83826879428759
262,3,34,40.383043312213175
263,3,4,57.8862348152569
263,2,46,53.29040931177913
263,3,51,64.68342509303294
263,4,18,55.27349131217423
263,4,7,51.345379502663874
263,3,23,47.628830417707945
263,3,15,66.4621014852182
264,1,26,55.694683205949595
265,1,34,52.71203339185106
265,4,5,44.32090081460784
265,1,23,50.62600482619536
265,3,39,51.02333132955281
265,1,21,74.41222965758615
265,4,51,46.80645405916768
266,4,48,42.0980871913241
266,1,34,67.27377061168738
266,1,39,48.10666706579865
266,1,17,62.74987226477113
266,3,47,37.21966294594189
266,3,51,35.763690618143016
267,4,39,62.097603165497354
267,3,27,63.20795478942114
267,2,31,65.1987307130401
267,4,31,65.80539314377118
267,1,55,35.58064148773956
268,4,4,41.47436296510821
268,4,1,48.946960231567765
268,2,45,51.89496281849396
269,1,31,51.17623254590528
269,2,23,56.00422417159634
269,4,55,38.28123873292948
269,2,17,47.285315683020414
269,3,45,49.80735001322985
270,2,9,56.81133853626089
270,3,18,56.43960363019678
270,1,51,41.652283954662195
270,3,33,43.34984858579137
270,4,14,57.01891813196863
270,4,25,39.894843405325624
270,3,36,45.07071961272286
270,4,15,42.086814921373104
271,3,47,38.02268361746037
271,2,37,56.547993342357856
271,2,17,50.79516103578537
271,1,32,50.03015253240562
271,3,41,56.64121395873679
272,2,33,46.545108556635334
272,1,22,37.837618660895856
272,2,33,52.04036798895754
273,4,25,53.567637922757555
273,4,28,47.22879613262264
273,1,54,51.306218866845306
273,4,13,46.806734786469825
273,2,3,40.87977289535894
273,3,5,51.306704319903716
273,1,20,67.60681649743549
274,4,23,58.57698775379974
274,4,37,60.583643546668256
274,2,51,34.85498206975369
274,2,49,64.30268713664829
274,3,28,58.920318209068434
275,3,9,53.70903311696212
275,1,31,54.4806432451528
275,1,33,20.771010124210164
275,3,45,59.161139577390806
275,3,43,54.33977493169593
275,4,51,57.50332108649367
276,3,19,72.37179710167482
276,2,46,46.99944634332474
276,3,53,67.11714922275527
276,2,38,58.86212846374483
276,1,2,39.8896209106955
276,4,21,48.2317447179867
276,1,54,49.64180815135285
277,4,37,43.9658614028534
277,4,29,48.511790876615876
277,4,50,65.14026761134716
277,1,50,56.301346044474826
278,1,23,45.568181628087565
278,2,27,55.68271443117821
278,1,30,47.72087606232298
278,1,15,48.53661241868502
278,2,13,45.26891369378394
278,2,55,66.87210472562386
278,2,34,40.99376841557108
278,1,55,59.418979247885645
278,3,25,47.74158237115137
279,2,52,34.6720020778902
279,1,13,37.4542216580314
280,3,15,57.697044671512224
280,3,35,61.45729405563737
280,1,38,59.83051980385963
280,2,50,61.54439559583616
280,1,7,48.15155375165166
280,2,15,44.82000107465449
281,3,10,51.321946967108936
281,2,41,43.80966545606978
281,2,10,47.326483391427416
281,3,46,54.958771360400036
281,2,44,48.822200079837764
281,3,31,44.68206465975089
281,3,29,31.72403059702756
281,1,52,47.972333229012726
282,3,18,47.42332521668876
282,4,2,53.65318213042398
283,4,25,56.454964218720775
283,1,33,68.12359494127116
284,2,10,55.959250459277314
284,1,25,49.2667589104765
284,2,11,57.363372181987444
284,1,27,38.39491185836483
284,4,31,52.554999062056694
284,4,16,57.649522836921584
284,4,26,44.993843243646026
285,4,4,36.602373866518505
285,1,1,52.24787902711648
285,1,26,58.453504302539116
285,1,1,61.384769959433704
286,4,52,37.41115697436007
286,2,12,55.1091844499082
286,2,15,41.94813717838607
287,2,37,59.24416701162521
287,3,7,33.40376952929907
287,3,13,68.9263476062219
287,1,23,53.68437403481085
287,1,43,47.442045972008145
287,2,17,56.80446734949595
288,1,9,41.909915679063545
288,4,30,67.88816051092334
288,2,34,50.455634399143115
289,2,13,60.070081288251394
289,4,23,48.730509612558066
290,2,15,46.37464252237463
290,1,14,55.324789656608374
290,1,1,48.398500960486125
290,1,9,55.93154160845876
290,1,53,69.17274606818012
290,2,36,71.83893070096974
291,1,13,54.9378522542855
291,1,26,36.60762491094818
292,3,35,42.912168239023025
292,3,5,61.07691608413626
292,2,48,63.95758893576844
292,1,54,34.14975379761451
293,3,47,50.17545393975218
293,2,1,48.490247739238754
293,2,1,55.62775006694274
293,3,33,53.2531116366054
293,4,25,37.84960041196692
294,1,8,61.72398196873981
294,4,38,39.392672838930416
294,2,25,51.22350112448655
294,1,13,61.6852878523257
294,2,10,24.895128883728134
294,1,39,57.05349871168812
294,3,38,43.91963333826124
295,2,3,57.84218901339443
295,1,29,64.95053405460968
295,1,36,51.787337428021395
295,1,52,25.230961786264604
295,3,12,51.28789909779164
296,3,20,68.48874372819857
296,1,49,54.02140886763488
296,4,34,50.86149117145787
296,1,53,59.019652497618964
296,2,35,59.57841206336426
296,2,38,38.41579881285661
296,4,50,40.84731210510045
296,4,41,51.54545437450951
297,2,47,44.95331660200599
297,1,14,53.20304051331653
298,1,22,55.90500899337884
298,1,9,48.709421714295495
298,4,40,49.56840657553169
298,1,21,45.961565264721926
299,4,22,55.5931931275759
299,1,44,43.39220662761079
299,1,2,41.5368521789323
299,2,10,54.77825229303369
300,2,45,46.84944853848275
300,3,15,50.97681540595698
300,3,42,50.3997354314476
300,2,23,51.57163390516052
300,2,24,48.41673625764577
300,2,22,56.870929653789524
301,4,22,43.89171839855401
301,1,19,44.85664446128427
301,3,14,25.3608511838312
302,2,35,43.25146926714861
302,3,32,45.976546669406055
302,2,16,42.03373051474386
302,2,44,40.34377947757653
303,3,4,39.1317850171399
303,3,53,57.904292560640414
303,2,48,49.08152031228102
304,2,46,59.11228280326702
304,4,18,71.8321145051928
305,4,10,38.68379012481912
305,4,19,56.66595662101437
305,2,21,50.25538414472476
306,1,26,50.17042481988047
307,3,4,47.785157769332415
307,2,51,61.88825259300924
307,1,34,56.831593475122375
308,3,50,60.03751604060504
309,4,35,47.579427457612994
309,1,22,54.44929690074254
310,2,24,49.744820544078685
310,1,21,54.40717205511329
310,1,52,49.49566917965959
311,3,30,38.8724174087661
311,1,18,44.39415158030679
312,3,55,49.242022667968925
312,3,15,43.44717464645731
312,1,26,37.8373925994757
313,4,6,31.394815508333068
313,3,28,46.70524715163199
313,3,40,65.82782687276504
314,3,29,72.13672456183372
314,4,44,52.692344855907386
314,2,36,50.73873212829394
314,3,46,52.66855690750216
314,2,11,54.18915922359794
314,3,14,60.00579257345358
314,3,30,48.14274414350104
314,4,17,39.14902808779151
315,1,18,49.04359087124332
315,4,38,50.18287538728434
316,4,17,43.75625122175521
316,2,11,45.07514190087773
316,2,33,47.95097866823698
317,2,21,47.20146029729502
317,3,35,60.14984170388563
317,4,30,51.265889619954734
317,4,52,27.017035353875677
317,1,28,42.88657390790668
318,2,45,39.327347213564
318,2,19,65.91200735666939
318,3,23,43.12279529492388
318,1,31,61.23759317652711
318,3,17,54.055115318000496
318,4,4,56.26246286636115
318,4,13,35.726171030100815
318,3,41,46.20023818236546
319,4,50,41.63400162542285
319,3,4,52.049174881602774
319,4,4,28.22417726814181
319,3,23,52.1608532146886
319,4,36,55.78677592580084
319,4,25,48.00716108974931
319,4,43,71.88260647415458
320,4,35,47.42469673248686
320,2,50,55.363068458211295
320,2,50,50.614144112882926
320,4,21,32.92029890107395
320,4,8,59.55774581874479
321,2,1,50.337080759710176
322,2,51,69.66811917362052
322,4,34,49.63955805434816
322,1,46,36.354366841228405
322,4,33,45.81950238152946
322,2,41,54.824723177021795
322,4,44,43.34495492031866
322,1,42,53.82590551518705
322,4,9,47.581089450326175
322,3,27,42.49211378902264
322,1,29,46.74925631291937
323,3,31,43.675176618205455
323,1,13,30.231115295850874
323,4,19,60.09654578961933
323,3,27,48.36172204329469
324,1,27,59.47062769246514
324,1,4,37.686173140835194
324,4,11,47.535816042721656
325,4,32,41.04223456102405
325,2,49,54.76018963444542
326,2,33,55.938343032767115
326,4,6,42.11149757232962
326,3,13,47.22945017914457
326,4,50,49.056448418885246
326,2,26,52.693037362418245
327,2,7,64.63322029592648
327,1,31,43.57395207684222
327,4,28,52.98170969839989
327,2,46,39.08108439641289
327,2,27,47.30348735070396
327,3,31,50.60084716046125
327,3,28,42.449217176851796
328,4,47,47.80206076907817
328,4,7,65.48709662799817
328,1,38,40.57117430685653
329,1,5,52.31621674912251
329,2,20,50.07277009104122
329,4,35,49.364170421886335
330,2,45,37.87572204116303
330,4,33,52.118422747104034
330,4,12,40.29547284242163
330,4,10,46.927284455976334
331,4,47,56.84022325117991
331,4,36,51.940121956653144
331,1,47,55.35189761413279
332,4,25,41.68240642194898
332,4,9,60.143885427138265
332,4,43,50.204279083168586
332,2,1,54.09046828801674
332,1,4,40.28873747647824
333,4,19,65.92865052937356
333,2,49,55.42995226841722
333,1,29,50.27929712665376
334,2,24,53.637191793874436
335,1,2,65.9228248386805
335,3,44,48.68489328913135
336,1,19,44.14182343158898
336,2,1,65.24127941385734
336,2,12,40.969561642861734
337,3,22,56.714499798715636
337,3,36,37.90349174901537
337,3,54,33.41181237212093
337,2,36,34.54973322930781
337,2,6,36.74996187370617
337,4,25,42.78716014718443
338,2,37,48.572526086075676
338,4,17,53.430830404060714
338,3,50,65.21138627085536
338,1,7,63.715022038931295
338,1,52,36.44353233975585
338,2,39,63.916168460543226
339,4,4,60.06827157164791
339,2,26,47.51999080412074
339,1,12,50.394751376130834
339,2,29,49.86257312974872
339,1,29,54.981559994777285
339,2,13,45.802327251181765
339,1,50,43.6047484302588
339,2,52,47.47917649600926
339,3,10,50.62278437009599
339,1,34,56.2074381236962
339,2,3,43.83680698487873
340,3,41,55.438290490435065
340,2,54,52.50071779949933
340,3,28,51.67524982051275
340,2,47,56.5176897674994
340,3,55,46.53245171743379
340,1,9,53.162863587256254
340,2,40,54.09796045324375
340,1,10,52.59848204010597
341,2,23,55.448164346120706
341,3,53,54.43714504681143
341,2,38,64.97479206886024
342,1,49,72.47808246936845
342,4,55,34.1162682842715
342,2,45,38.679868184207635
342,4,30,59.49889210931724
342,2,18,30.18164202385941
343,1,16,51.13482588240604
343,3,18,52.29488721946903
343,1,7,47.0255358870616
343,2,2,62.253211168738716
344,3,8,46.073947441518094
344,3,26,56.86241130749545
344,4,12,40.82547366731583
344,2,18,46.06071709360742
344,3,48,48.426716668429435
344,2,4,35.27641218937144
345,1,8,39.38879320178355
345,4,26,47.19085475545987
345,3,52,54.29721541557849
345,1,12,39.231182654199394
345,2,7,35.66716454348027
345,3,41,43.42497351278771
345,3,25,34.790572243316305
346,3,33,51.18117406952356
346,3,5,64.49163451570584
347,1,54,35.319739359184425
347,3,10,57.625562855568006
347,1,43,57.7868448504982
347,4,39,44.515145835341286
347,2,18,43.95651125057535
347,3,30,58.34910737868498
348,2,46,51.97440697324081
349,1,5,44.50579748249492
349,3,27,56.21864035166932
349,2,53,72.17915052572594
349,4,52,54.2581003461771
349,1,17,53.986809742924834
350,4,47,64.37509949704129
350,3,1,48.751119170210714
350,2,48,41.139619279432736
350,3,7,43.280105037472566
350,1,51,64.57448413654758
350,1,27,57.23405600396279
350,3,10,56.848814345356615
350,1,42,36.550547723048474
351,3,42,58.719909538121044
351,1,35,59.9193609847773
351,4,49,55.85891158463595
352,4,16,65.15793275865623
352,2,9,48.065320637528444
352,1,22,28.33145869832455
352,3,27,40.56037980132275
352,2,11,70.01188193661359
352,1,27,64.31255907935275
353,1,34,57.020190831012414
353,3,8,64.76820079320575
353,3,34,63.86213520020912
353,4,45,73.9530894530256
353,3,20,70.21893429306094
354,2,12,53.41621592676288
354,4,29,48.88355623835815
354,3,52,51.50152295259508
355,2,17,44.220970414797705
355,2,9,37.09558186905892
356,3,51,42.675918224473605
356,3,53,35.8726850512446
356,1,39,58.706946328660415
356,4,24,29.59190185643733
357,2,1,48.17910839008811
357,1,10,51.68791251697679
357,3,53,67.19805032058889
357,1,23,57.367965459740574
357,1,49,46.19097881910024
358,2,48,46.50515815544239
358,2,14,57.64166123349601
358,4,35,66.97561277348545
358,1,10,53.33981630613409
359,1,3,52.22130802030507
359,2,44,46.05838063237094
359,2,4,56.43387264032293
359,4,48,55.40316798678997
360,2,27,25.94899771674806
360,1,52,41.31303015906379
360,4,21,46.35044441160739
360,1,43,58.80572509799171
360,2,17,43.02733976423716
360,1,13,41.657608010704244
360,2,27,39.21486620352623
360,1,34,53.33606877591092
361,1,49,61.18635952161014
362,3,8,40.08911735844745
362,2,12,43.32419419733398
362,1,12,39.45684003381642
363,1,27,68.06705969693968
363,3,9,54.068286510391594
363,1,4,47.217701401609496
363,4,54,51.79273060772465
364,2,53,45.21960851885683
364,1,44,50.827813745534016
364,3,44,51.70731293151378
364,2,50,45.56543715563339
365,4,15,55.252227182056
365,4,10,51.66838512576066
365,2,23,32.46555875267579
365,2,23,26.914557762925106
366,3,9,43.868668924267695
366,2,17,40.84394568849056
366,2,41,30.69136273870744
366,4,14,50.11737323669695
366,1,29,61.99525499217587
367,3,37,54.02856528161287
367,4,2,52.89868377906113
367,3,19,46.47956662999925
368,3,32,60.27989297839262
368,1,42,35.02880341728851
368,3,37,46.53117202018261
369,1,49,65.12951345970231
369,3,39,29.33417771940895
369,2,22,53.15222440923477
369,3,2,57.994096410646726
369,2,46,58.22880412717258
370,4,55,52.18452505543766
370,1,4,49.35057419232122
370,2,30,38.8571640596388
371,3,16,50.769541580660096
371,4,12,43.8300622344816
371,1,22,56.49000247095307
371,1,26,53.18050821792705
372,2,6,54.18297368663605
372,3,12,35.25188213168395
372,4,40,51.02337287295389
372,3,8,62.90677604643517
372,3,16,38.7702395119711
373,3,44,38.86841167292229
373,1,29,48.622104304565894
373,4,13,60.18633468155096
373,2,32,29.40290574240196
374,1,4,51.42805554881145
374,2,30,34.787562745761164
374,3,29,35.36356450095714
375,4,4,53.000410294018494
375,3,31,47.94879280601561
375,4,52,51.312354420914744
375,4,26,44.44376833862134
375,1,5,51.30367778831655
375,1,17,55.59406507507481
376,3,42,49.27118565397558
376,1,36,49.43486963980564
376,4,4,53.20674137001748
376,1,11,43.95566370493132
376,1,40,56.89153930708811
376,3,5,26.6549488706896
376,3,29,47.78712168919605
376,1,41,46.79773098394754
376,4,25,63.00814619594207
376,4,23,41.962980569407975
377,4,28,47.59026254388246
377,4,43,51.030517330265084
377,3,8,42.79718917232061
377,4,6,50.56274030537795
378,1,8,64.57408464925963
378,1,41,37.746589954173345
378,1,12,65.95572462438832
378,3,38,45.75271958743191
378,3,1,49.87644872008528
379,4,9,59.31607372982621
379,1,53,54.48343934230097
379,4,23,51.06624602104677
380,2,41,52.593892067131605
380,3,9,43.00230637265621
380,2,53,41.1999857974334
381,1,33,48.87940822300704
381,3,8,42.259249640778904
381,2,3,45.48584342036823
381,1,26,61.76850652460298
381,4,7,39.49588349208793
381,1,34,52.48679386119813
382,3,27,45.850007782111554
382,3,7,53.71922605871051
383,4,24,52.180645685119046
383,3,29,47.744894692364525
383,2,21,58.272820366383094
383,1,16,63.66793475891197
383,2,8,65.98667357041451
383,4,9,47.62392828776058
384,2,5,67.25582312881978
384,1,4,53.016979481693866
384,3,5,66.33555219609889
385,1,41,31.833203976240295
385,1,4,38.7342894062036
386,1,36,56.54394249275405
386,3,20,44.56578765811039
387,3,1,40.149555432914156
387,3,32,44.09442866787631
387,3,22,57.00831417425485
387,1,31,63.68958534152059
387,2,39,43.24980228703511
387,2,51,51.859108819786215
388,1,31,58.95936341147601
388,3,30,66.140105603579
390,4,1,33.37059521573866
390,4,17,55.798045536938865
390,3,46,43.81318326172864
390,1,1,49.466537572777476
390,1,4,41.940959664373764
390,4,46,63.36164697139746
390,2,44,47.010632113972825
391,1,15,60.82173520439804
391,1,55,38.88782197394658
391,4,17,39.45802051392465
391,1,24,61.35469039565909
391,2,47,35.95999650571943
392,3,17,61.48506751869394
392,4,38,62.26234855407894
392,1,21,67.88113911491926
392,1,52,32.15952706049665
392,2,28,56.32763551275688
392,2,19,37.26076053027273
392,4,29,41.77483393321378
393,4,2,46.016379327111466
393,4,29,42.37521218408421
393,2,15,48.7244764205042
393,4,52,38.79850956080504
394,3,5,39.99761885927305
394,2,32,53.021835800103375
394,1,55,69.454315345128
394,3,50,37.740661736136225
394,1,33,44.22775368450809
395,2,6,50.80848594344964
395,2,54,50.28213562602321
395,1,45,51.9482572714041
396,1,33,75.42038031334403
396,1,19,50.888588148719776
396,4,39,45.51888104394304
396,1,23,43.382010828970685
396,2,8,66.19000346614956
397,3,4,52.248723522540025
397,2,27,35.65249548353561
397,1,26,38.55676871133279
398,1,23,41.45671279943169
398,4,30,42.490865158593635
398,4,40,43.566333154947436
399,2,30,70.0205801914617
399,1,13,32.14121466100755
399,3,42,53.889701557472456
399,2,9,43.16044267275553
399,4,30,40.57740344206189
399,4,4,35.162655095459726
399,1,5,53.14159488277713
400,1,39,44.925517193410066
400,3,7,51.4958567804393
401,1,22,68.86393524496673
401,3,9,69.32089722194459
401,2,18,39.52392228413771
401,4,47,53.10618565590067
401,4,23,30.87884868976416
402,4,46,56.367879526112034
402,3,54,42.735177154057794
402,4,28,48.79966852308862
402,3,49,43.3429449502023
402,1,28,51.77338923363287
402,4,22,45.27043574143709
402,1,8,49.80453718001831
402,3,11,51.84782685948891
403,1,13,65.62043086441574
403,1,7,57.822700330660126
403,1,36,46.054572000776076
403,4,32,33.23658605957591
403,3,35,68.98077813437834
403,2,16,56.42352330922215
404,3,29,31.031226032426847
404,3,33,39.4775069428121
404,3,27,60.67366938042727
404,2,48,43.433615500478055
404,4,2,58.59365713526735
405,1,30,43.538227834336254
405,2,25,50.45363235034313
405,1,3,47.96437799156441
405,2,24,47.20324024522436
405,2,23,55.48243405759862
405,4,47,61.616645162584355
405,2,26,44.740802797916956
406,4,48,61.311376117235675
406,2,4,46.3421582252569
407,3,11,48.76740628730658
407,1,46,36.765528450871265
407,1,53,42.52425424174547
407,1,15,37.1655395276992
407,1,12,48.523389476846276
407,4,43,35.77843607314695
407,4,50,69.98866261028985
408,2,18,55.35959528665738
408,2,23,57.03886439528819
408,2,30,39.65954762070997
408,1,15,49.805014682192265
408,2,22,49.145228980125815
409,2,19,41.30812425378686
409,4,29,61.795643100515875
410,1,42,60.519160962902134
410,4,55,44.94689879432185
410,2,46,40.73833771509986
410,4,44,51.14765212279833
410,4,47,34.11057438577727
411,1,45,62.13737721383879
411,4,13,53.262243691468356
411,4,41,44.34619260039908
411,2,9,40.52997535192235
411,3,37,41.07068941434023
412,4,23,34.10132294116464
412,1,7,38.528336506603345
412,2,19,60.489960282748825
413,4,22,47.883357305665626
413,3,38,65.10197471597118
413,4,28,51.696470286395396
414,2,10,58.39936133256058
414,4,32,40.55201002940874
414,1,9,35.47624582094008
414,1,8,59.95000571365504
414,4,9,39.141432328116466
415,4,11,69.48015911410107
415,1,52,56.39380652548664
415,1,25,37.94012302997827
416,4,20,43.94048100396588
416,2,39,21.276134486979
416,2,19,42.573102619118664
416,3,36,54.24419894598586
417,2,29,27.36771497486318
417,1,39,59.23833451798838
417,3,43,61.07175850056706
417,1,22,52.53361270815607
417,4,1,25.85016154260291
417,4,32,53.178579636903535
418,2,46,54.1763237494769
418,3,20,49.201306780772185
418,1,37,43.34489135574668
418,3,55,49.61043733224286
418,1,25,43.95036020357326
418,2,19,60.10490957231207
419,2,24,49.631067005910246
419,4,39,57.71862023284099
419,4,13,55.29696259564276
419,4,53,68.75540760982264
420,2,17,40.17293836703976
420,4,9,48.27385253760861
420,1,5,48.90029373329318
420,1,32,52.27733524898439
420,1,41,61.03486058629164
420,4,21,49.913654280881
420,1,3,53.72527042606235
421,3,29,41.4514316778777
421,3,10,47.10803946781921
422,1,3,44.05796145891542
422,2,29,55.53059137357502
422,3,20,44.40636732295029
422,3,51,31.000777209158812
422,4,37,44.19993181079572
423,2,33,45.86720204457079
424,1,10,46.78286520327213
424,3,17,37.84945199846885
424,1,49,41.25370748206018
424,1,29,55.07894302006443
425,3,37,58.880918425504525
425,3,50,50.90066965795177
426,3,50,36.60435139027375
426,3,26,52.81340962474267
426,4,42,56.13695447643748
426,1,47,38.16935294961445
427,4,40,51.02059313298934
427,4,37,65.27732337577862
427,4,19,50.68133112732357
428,2,6,61.00750048323613
428,4,6,55.48052217875432
428,3,53,56.213892385256166
428,1,2,39.960332260066636
428,1,19,52.87393899198073
429,3,38,53.58960592387032
429,3,1,58.9891377333624
429,4,7,42.81835544210699
429,4,29,62.46396998456883
429,1,55,45.63476650815587
429,1,19,52.56104820318828
430,3,5,55.75925569232759
430,3,2,42.24857449960167
430,1,34,59.83069199968957
430,3,21,63.087147825404095
430,4,38,53.487881845411216
431,1,25,41.10489800134495
431,3,32,41.600075018568866
431,2,27,76.91009639335853
432,4,51,49.6374151326148
432,2,27,51.89077795154687
432,2,13,80.95733171005293
433,2,24,37.05271467275776
433,4,9,63.62834625465935
433,3,48,49.64875847298149
433,2,46,47.30324633646376
433,4,4,70.2144224854299
433,2,23,47.059250421387176
434,1,42,55.179384741136985
435,4,14,69.45326109257195
435,1,45,59.98894224501625
435,2,27,72.60883714817152
435,1,3,63.261974346803136
436,1,37,56.8681918467191
436,4,1,53.08748436612886
436,1,39,44.980168326838495
436,2,51,52.052296075706124
436,2,26,49.52791774656117
436,1,30,71.22773135512101
437,2,41,39.77326822432546
437,3,50,74.22831857147646
437,2,22,44.68750748293099
438,1,8,37.889895675185905
438,2,44,49.08571305944567
438,3,25,55.70776776314173
438,3,8,51.361601850039506
438,4,23,34.67242105022966
439,3,41,40.1600254442165
439,4,5,46.30231224293499
439,3,28,58.42704457936132
439,1,5,47.93441384086067
439,2,25,38.939901660889504
439,1,53,55.72578504558325
439,4,17,54.85420870996087
439,2,46,47.47039358761778
440,1,29,56.76558418721921
440,1,1,52.0054052578228
441,4,19,43.79162891127709
441,3,19,43.21944920470549
441,1,48,60.56432706327912
441,1,3,52.51058867869474
441,4,19,75.79169046195528
442,2,29,40.368188307474355
442,4,46,45.98666502578841
442,2,22,43.940142690820615
442,4,26,50.084071760186475
443,4,38,60.62086821523342
443,4,50,39.39430048140859
443,2,35,41.708906148709644
443,3,43,50.853037579335506
