Postal Code,Date,Sentiment,Year
80002,3/23/2023,Negative,2023
80211,3/23/2023,Positive,2023
80120,3/23/2023,Positive,2023
80120,3/23/2023,Negative,2023
80234,3/23/2023,Positive,2023
80014,3/23/2023,Neutral,2023
80002,3/23/2023,Positive,2023
80204,3/23/2023,Neutral,2023
80211,3/23/2023,Neutral,2023
80238,3/23/2023,Positive,2023
80002,3/23/2023,Negative,2023
80204,3/23/2023,Positive,2023
80238,3/23/2023,Negative,2023
80002,3/23/2023,Negative,2023
80014,3/23/2023,Neutral,2023
80211,3/23/2023,Positive,2023
80120,3/23/2023,Positive,2023
80016,3/23/2023,Negative,2023
80014,3/23/2023,Positive,2023
80221,3/23/2023,Negative,2023
80211,3/23/2023,Positive,2023
80120,3/23/2023,Negative,2023
80219,3/23/2023,Positive,2023
80014,3/23/2023,Neutral,2023
80014,3/23/2023,Positive,2023
80204,3/23/2023,Neutral,2023
80211,3/23/2023,Positive,2023
80219,3/23/2023,Positive,2023
80211,3/23/2023,Positive,2023
80219,3/23/2023,Positive,2023
80234,3/23/2023,Positive,2023
80204,3/22/2023,Negative,2023
80014,3/22/2023,Positive,2023
80016,3/22/2023,Neutral,2023
80211,3/22/2023,Positive,2023
80211,3/22/2023,Positive,2023
80120,3/22/2023,Positive,2023
80221,3/22/2023,Positive,2023
80120,3/22/2023,Negative,2023
80219,3/22/2023,Neutral,2023
80204,3/22/2023,Neutral,2023
80219,3/22/2023,Neutral,2023
80014,3/22/2023,Positive,2023
80014,3/22/2023,Positive,2023
80234,3/22/2023,Negative,2023
80016,3/22/2023,Positive,2023
80219,3/22/2023,Positive,2023
80211,3/22/2023,Positive,2023
80219,3/22/2023,Positive,2023
80014,3/22/2023,Neutral,2023
80016,3/22/2023,Neutral,2023
80234,3/22/2023,Negative,2023
80238,3/22/2023,Negative,2023
80120,3/22/2023,Neutral,2023
80120,3/22/2023,Positive,2023
80016,3/22/2023,Negative,2023
80016,3/22/2023,Positive,2023
80234,3/22/2023,Positive,2023
80014,3/22/2023,Positive,2023
80211,3/22/2023,Positive,2023
80238,3/22/2023,Positive,2023
80204,3/22/2023,Positive,2023
80219,3/22/2023,Neutral,2023
80014,3/22/2023,Neutral,2023
80234,3/22/2023,Positive,2023
80211,3/22/2023,Positive,2023
80238,3/22/2023,Positive,2023
80221,3/22/2023,Positive,2023
80238,3/22/2023,Negative,2023
80234,3/22/2023,Neutral,2023
80219,3/22/2023,Negative,2023
80204,3/22/2023,Positive,2023
80211,3/22/2023,Positive,2023
80120,3/22/2023,Positive,2023
80211,3/22/2023,Positive,2023
80016,3/22/2023,Neutral,2023
80016,3/22/2023,Positive,2023
80219,3/22/2023,Neutral,2023
80204,3/22/2023,Negative,2023
80002,3/22/2023,Positive,2023
80204,3/22/2023,Neutral,2023
80221,3/21/2023,Negative,2023
80221,3/21/2023,Negative,2023
80234,3/21/2023,Negative,2023
80211,3/21/2023,Positive,2023
80002,3/21/2023,Neutral,2023
80002,3/21/2023,Neutral,2023
80238,3/21/2023,Neutral,2023
80002,3/21/2023,Negative,2023
80234,3/21/2023,Positive,2023
80238,3/21/2023,Positive,2023
80221,3/21/2023,Positive,2023
80219,3/21/2023,Positive,2023
80238,3/21/2023,Positive,2023
80002,3/21/2023,Neutral,2023
80016,3/21/2023,Negative,2023
80014,3/21/2023,Neutral,2023
80120,3/21/2023,Positive,2023
80014,3/21/2023,Negative,2023
80221,3/21/2023,Negative,2023
80016,3/21/2023,Positive,2023
80234,3/21/2023,Neutral,2023
80120,3/21/2023,Positive,2023
80219,3/21/2023,Neutral,2023
80002,3/21/2023,Negative,2023
80238,3/21/2023,Positive,2023
80002,3/21/2023,Positive,2023
80002,3/21/2023,Positive,2023
80016,3/21/2023,Negative,2023
80219,3/21/2023,Neutral,2023
80016,3/21/2023,Negative,2023
80002,3/21/2023,Neutral,2023
80204,3/21/2023,Positive,2023
80211,3/21/2023,Neutral,2023
80211,3/21/2023,Positive,2023
80211,3/21/2023,Positive,2023
80014,3/21/2023,Positive,2023
80221,3/21/2023,Positive,2023
80016,3/21/2023,Negative,2023
80014,3/21/2023,Neutral,2023
80238,3/21/2023,Positive,2023
80002,3/21/2023,Negative,2023
80016,3/21/2023,Negative,2023
80120,3/21/2023,Positive,2023
80120,3/21/2023,Positive,2023
80204,3/21/2023,Positive,2023
80238,3/21/2023,Negative,2023
80234,3/21/2023,Negative,2023
80016,3/21/2023,Neutral,2023
80219,3/21/2023,Positive,2023
80234,3/21/2023,Negative,2023
80221,3/21/2023,Negative,2023
80238,3/21/2023,Neutral,2023
80014,3/21/2023,Positive,2023
80120,3/21/2023,Positive,2023
80120,3/21/2023,Positive,2023
80120,3/21/2023,Positive,2023
80120,3/20/2023,Positive,2023
80221,3/20/2023,Positive,2023
80002,3/20/2023,Neutral,2023
80120,3/20/2023,Neutral,2023
80234,3/20/2023,Neutral,2023
80238,3/20/2023,Positive,2023
80120,3/20/2023,Neutral,2023
80234,3/20/2023,Negative,2023
80016,3/20/2023,Positive,2023
80204,3/20/2023,Positive,2023
80234,3/20/2023,Positive,2023
80238,3/20/2023,Positive,2023
80002,3/20/2023,Neutral,2023
80219,3/20/2023,Negative,2023
80234,3/20/2023,Negative,2023
80211,3/20/2023,Positive,2023
80002,3/20/2023,Negative,2023
80234,3/20/2023,Negative,2023
80016,3/20/2023,Neutral,2023
80219,3/20/2023,Negative,2023
80002,3/20/2023,Positive,2023
80002,3/20/2023,Negative,2023
80204,3/20/2023,Positive,2023
80219,3/20/2023,Positive,2023
80016,3/20/2023,Positive,2023
80234,3/20/2023,Positive,2023
80221,3/20/2023,Negative,2023
80211,3/20/2023,Neutral,2023
80238,3/20/2023,Positive,2023
80014,3/20/2023,Neutral,2023
80238,3/20/2023,Positive,2023
80221,3/20/2023,Negative,2023
80221,3/20/2023,Positive,2023
80014,3/20/2023,Positive,2023
80002,3/20/2023,Positive,2023
80204,3/20/2023,Positive,2023
80204,3/20/2023,Negative,2023
80234,3/20/2023,Neutral,2023
80016,3/20/2023,Positive,2023
80016,3/20/2023,Negative,2023
80219,3/20/2023,Positive,2023
80221,3/20/2023,Positive,2023
80238,3/20/2023,Positive,2023
80211,3/20/2023,Positive,2023
80014,3/20/2023,Positive,2023
80234,3/20/2023,Positive,2023
80120,3/20/2023,Neutral,2023
80120,3/20/2023,Negative,2023
80016,3/20/2023,Positive,2023
80238,3/20/2023,Positive,2023
80234,3/20/2023,Negative,2023
80219,3/20/2023,Positive,2023
80016,3/20/2023,Neutral,2023
80238,3/20/2023,Positive,2023
80014,3/19/2023,Neutral,2023
80002,3/19/2023,Positive,2023
80211,3/19/2023,Positive,2023
80014,3/19/2023,Positive,2023
80016,3/19/2023,Positive,2023
80221,3/19/2023,Neutral,2023
80219,3/19/2023,Neutral,2023
80014,3/19/2023,Positive,2023
80002,3/19/2023,Positive,2023
80016,3/19/2023,Positive,2023
80238,3/19/2023,Positive,2023
80234,3/19/2023,Negative,2023
80016,3/19/2023,Neutral,2023
80014,3/19/2023,Neutral,2023
80120,3/19/2023,Positive,2023
80002,3/19/2023,Positive,2023
80234,3/19/2023,Neutral,2023
80016,3/19/2023,Negative,2023
80234,3/19/2023,Positive,2023
80221,3/19/2023,Negative,2023
80221,3/19/2023,Neutral,2023
80234,3/19/2023,Positive,2023
80211,3/19/2023,Neutral,2023
80016,3/19/2023,Neutral,2023
80016,3/19/2023,Positive,2023
80016,3/19/2023,Positive,2023
80238,3/19/2023,Neutral,2023
80211,3/19/2023,Positive,2023
80016,3/19/2023,Neutral,2023
80238,3/19/2023,Negative,2023
80014,3/19/2023,Neutral,2023
80211,3/19/2023,Neutral,2023
80204,3/19/2023,Neutral,2023
80120,3/19/2023,Positive,2023
80120,3/19/2023,Neutral,2023
80204,3/19/2023,Positive,2023
80120,3/19/2023,Neutral,2023
80014,3/19/2023,Negative,2023
80016,3/19/2023,Positive,2023
80016,3/19/2023,Positive,2023
80211,3/19/2023,Neutral,2023
80238,3/19/2023,Positive,2023
80016,3/19/2023,Positive,2023
80204,3/19/2023,Negative,2023
80234,3/19/2023,Positive,2023
80204,3/19/2023,Neutral,2023
80002,3/19/2023,Neutral,2023
80211,3/19/2023,Positive,2023
80221,3/19/2023,Positive,2023
80234,3/19/2023,Positive,2023
80014,3/19/2023,Neutral,2023
80211,3/19/2023,Positive,2023
80002,3/19/2023,Negative,2023
80002,3/19/2023,Neutral,2023
80002,3/19/2023,Positive,2023
80238,3/19/2023,Positive,2023
80120,3/19/2023,Positive,2023
80014,3/19/2023,Positive,2023
80221,3/19/2023,Positive,2023
80014,3/19/2023,Neutral,2023
80002,3/19/2023,Negative,2023
80120,3/19/2023,Negative,2023
80219,3/19/2023,Neutral,2023
80204,3/19/2023,Positive,2023
80002,3/19/2023,Positive,2023
80002,3/19/2023,Positive,2023
80016,3/19/2023,Positive,2023
80120,3/19/2023,Neutral,2023
80238,3/19/2023,Positive,2023
80120,3/19/2023,Positive,2023
80221,3/18/2023,Positive,2023
80002,3/18/2023,Neutral,2023
80238,3/18/2023,Neutral,2023
80221,3/18/2023,Negative,2023
80014,3/18/2023,Positive,2023
80238,3/18/2023,Neutral,2023
80219,3/18/2023,Positive,2023
80204,3/18/2023,Negative,2023
80234,3/18/2023,Positive,2023
80204,3/18/2023,Negative,2023
80002,3/18/2023,Positive,2023
80014,3/18/2023,Positive,2023
80211,3/18/2023,Positive,2023
80016,3/18/2023,Positive,2023
80120,3/18/2023,Neutral,2023
80002,3/18/2023,Negative,2023
80221,3/18/2023,Positive,2023
80221,3/18/2023,Positive,2023
80014,3/18/2023,Negative,2023
80238,3/18/2023,Positive,2023
80211,3/18/2023,Negative,2023
80219,3/18/2023,Positive,2023
80014,3/18/2023,Positive,2023
80238,3/18/2023,Positive,2023
80204,3/18/2023,Neutral,2023
80204,3/18/2023,Negative,2023
80014,3/18/2023,Positive,2023
80204,3/18/2023,Negative,2023
80221,3/18/2023,Positive,2023
80120,3/18/2023,Negative,2023
80211,3/18/2023,Positive,2023
80219,3/18/2023,Neutral,2023
80211,3/18/2023,Positive,2023
80002,3/18/2023,Negative,2023
80211,3/18/2023,Positive,2023
80120,3/18/2023,Positive,2023
80120,3/18/2023,Negative,2023
80014,3/18/2023,Neutral,2023
80204,3/18/2023,Positive,2023
80002,3/18/2023,Positive,2023
80120,3/18/2023,Neutral,2023
80238,3/18/2023,Neutral,2023
80219,3/18/2023,Positive,2023
80238,3/18/2023,Neutral,2023
80002,3/18/2023,Positive,2023
80238,3/18/2023,Positive,2023
80238,3/18/2023,Negative,2023
80120,3/18/2023,Positive,2023
80238,3/18/2023,Positive,2023
80204,3/18/2023,Neutral,2023
80204,3/18/2023,Neutral,2023
80221,3/18/2023,Negative,2023
80016,3/18/2023,Positive,2023
80204,3/18/2023,Positive,2023
80238,3/18/2023,Positive,2023
80120,3/18/2023,Positive,2023
80211,3/18/2023,Neutral,2023
80221,3/18/2023,Positive,2023
80234,3/18/2023,Positive,2023
80219,3/18/2023,Positive,2023
80238,3/18/2023,Negative,2023
80219,3/18/2023,Positive,2023
80120,3/18/2023,Neutral,2023
80120,3/18/2023,Positive,2023
80016,3/18/2023,Positive,2023
80120,3/18/2023,Positive,2023
80016,3/18/2023,Positive,2023
80120,3/18/2023,Positive,2023
80002,3/18/2023,Neutral,2023
80221,3/18/2023,Negative,2023
80211,3/18/2023,Positive,2023
80221,3/18/2023,Neutral,2023
80238,3/18/2023,Neutral,2023
80014,3/18/2023,Neutral,2023
80204,3/18/2023,Positive,2023
80016,3/18/2023,Neutral,2023
80014,3/18/2023,Positive,2023
80219,3/18/2023,Neutral,2023
80211,3/17/2023,Neutral,2023
80204,3/17/2023,Positive,2023
80234,3/17/2023,Neutral,2023
80221,3/17/2023,Neutral,2023
80211,3/17/2023,Positive,2023
80016,3/17/2023,Positive,2023
80219,3/17/2023,Neutral,2023
80204,3/17/2023,Positive,2023
80238,3/17/2023,Neutral,2023
80219,3/17/2023,Negative,2023
80204,3/17/2023,Neutral,2023
80219,3/17/2023,Negative,2023
80002,3/17/2023,Positive,2023
80238,3/17/2023,Positive,2023
80016,3/17/2023,Positive,2023
80219,3/17/2023,Positive,2023
80234,3/17/2023,Positive,2023
80120,3/17/2023,Negative,2023
80002,3/17/2023,Neutral,2023
80221,3/17/2023,Negative,2023
80219,3/17/2023,Negative,2023
80234,3/17/2023,Negative,2023
80016,3/17/2023,Positive,2023
80238,3/17/2023,Positive,2023
80002,3/17/2023,Negative,2023
80002,3/17/2023,Negative,2023
80120,3/17/2023,Neutral,2023
80204,3/17/2023,Neutral,2023
80238,3/17/2023,Positive,2023
80238,3/17/2023,Negative,2023
80234,3/17/2023,Positive,2023
80211,3/17/2023,Positive,2023
80234,3/17/2023,Negative,2023
80211,3/17/2023,Positive,2023
80234,3/17/2023,Negative,2023
80221,3/17/2023,Positive,2023
80204,3/17/2023,Positive,2023
80211,3/17/2023,Positive,2023
80120,3/17/2023,Negative,2023
80219,3/17/2023,Negative,2023
80120,3/17/2023,Positive,2023
80234,3/17/2023,Positive,2023
80002,3/17/2023,Negative,2023
80204,3/17/2023,Positive,2023
80120,3/17/2023,Positive,2023
80002,3/17/2023,Positive,2023
80211,3/17/2023,Negative,2023
80211,3/17/2023,Negative,2023
80204,3/17/2023,Neutral,2023
80221,3/17/2023,Positive,2023
80204,3/17/2023,Positive,2023
80238,3/17/2023,Positive,2023
80238,3/17/2023,Negative,2023
80211,3/17/2023,Positive,2023
80238,3/17/2023,Negative,2023
80002,3/17/2023,Neutral,2023
80204,3/17/2023,Neutral,2023
80016,3/17/2023,Positive,2023
80016,3/17/2023,Negative,2023
80219,3/17/2023,Negative,2023
80014,3/17/2023,Positive,2023
80002,3/16/2023,Positive,2023
80234,3/16/2023,Positive,2023
80002,3/16/2023,Positive,2023
80016,3/16/2023,Positive,2023
80016,3/16/2023,Negative,2023
80234,3/16/2023,Positive,2023
80002,3/16/2023,Positive,2023
80238,3/16/2023,Positive,2023
80120,3/16/2023,Neutral,2023
80204,3/16/2023,Positive,2023
80016,3/16/2023,Neutral,2023
80219,3/16/2023,Negative,2023
80002,3/16/2023,Negative,2023
80016,3/16/2023,Positive,2023
80120,3/16/2023,Positive,2023
80014,3/16/2023,Positive,2023
80234,3/16/2023,Positive,2023
80016,3/16/2023,Neutral,2023
80221,3/16/2023,Positive,2023
80238,3/16/2023,Positive,2023
80120,3/16/2023,Positive,2023
80120,3/16/2023,Positive,2023
80219,3/16/2023,Neutral,2023
80002,3/16/2023,Neutral,2023
80219,3/16/2023,Positive,2023
80002,3/16/2023,Positive,2023
80234,3/16/2023,Negative,2023
80204,3/16/2023,Positive,2023
80234,3/16/2023,Neutral,2023
80016,3/16/2023,Positive,2023
80211,3/16/2023,Positive,2023
80211,3/16/2023,Neutral,2023
80120,3/16/2023,Positive,2023
80016,3/16/2023,Neutral,2023
80211,3/16/2023,Positive,2023
80002,3/16/2023,Negative,2023
80234,3/16/2023,Negative,2023
80002,3/16/2023,Positive,2023
80014,3/16/2023,Positive,2023
80238,3/16/2023,Positive,2023
80120,3/16/2023,Neutral,2023
80002,3/16/2023,Neutral,2023
80002,3/16/2023,Positive,2023
80238,3/16/2023,Positive,2023
80219,3/16/2023,Positive,2023
80238,3/16/2023,Negative,2023
80016,3/16/2023,Negative,2023
80204,3/16/2023,Neutral,2023
80014,3/16/2023,Positive,2023
80204,3/16/2023,Positive,2023
80211,3/16/2023,Negative,2023
80016,3/16/2023,Negative,2023
80120,3/16/2023,Neutral,2023
80002,3/16/2023,Positive,2023
80016,3/16/2023,Negative,2023
80219,3/16/2023,Positive,2023
80219,3/16/2023,Positive,2023
80002,3/16/2023,Positive,2023
80016,3/16/2023,Positive,2023
80219,3/16/2023,Positive,2023
80221,3/16/2023,Neutral,2023
80221,3/16/2023,Positive,2023
80219,3/15/2023,Positive,2023
80238,3/15/2023,Negative,2023
80234,3/15/2023,Positive,2023
80234,3/15/2023,Negative,2023
80211,3/15/2023,Negative,2023
80204,3/15/2023,Neutral,2023
80234,3/15/2023,Neutral,2023
80211,3/15/2023,Negative,2023
80016,3/15/2023,Positive,2023
80016,3/15/2023,Negative,2023
80016,3/15/2023,Positive,2023
80002,3/15/2023,Positive,2023
80014,3/15/2023,Neutral,2023
80014,3/15/2023,Positive,2023
80238,3/15/2023,Positive,2023
80234,3/15/2023,Negative,2023
80204,3/15/2023,Negative,2023
80002,3/15/2023,Positive,2023
80002,3/15/2023,Positive,2023
80234,3/15/2023,Positive,2023
80234,3/15/2023,Positive,2023
80221,3/15/2023,Negative,2023
80219,3/15/2023,Positive,2023
80204,3/15/2023,Positive,2023
80002,3/15/2023,Positive,2023
80221,3/15/2023,Negative,2023
80120,3/15/2023,Neutral,2023
80002,3/15/2023,Positive,2023
80002,3/15/2023,Negative,2023
80234,3/15/2023,Negative,2023
80211,3/15/2023,Positive,2023
80221,3/15/2023,Positive,2023
80219,3/15/2023,Positive,2023
80204,3/15/2023,Positive,2023
80221,3/15/2023,Positive,2023
80221,3/15/2023,Positive,2023
80234,3/15/2023,Positive,2023
80120,3/15/2023,Negative,2023
80234,3/15/2023,Neutral,2023
80002,3/15/2023,Positive,2023
80014,3/15/2023,Neutral,2023
80211,3/15/2023,Positive,2023
80016,3/15/2023,Negative,2023
80204,3/15/2023,Neutral,2023
80234,3/15/2023,Positive,2023
80016,3/15/2023,Negative,2023
80234,3/15/2023,Positive,2023
80002,3/15/2023,Negative,2023
80211,3/15/2023,Positive,2023
80016,3/15/2023,Neutral,2023
80016,3/15/2023,Negative,2023
80238,3/15/2023,Positive,2023
80014,3/15/2023,Negative,2023
80234,3/15/2023,Positive,2023
80016,3/15/2023,Neutral,2023
80219,3/15/2023,Negative,2023
80238,3/15/2023,Positive,2023
80120,3/14/2023,Positive,2023
80120,3/14/2023,Positive,2023
80204,3/14/2023,Positive,2023
80221,3/14/2023,Positive,2023
80014,3/14/2023,Neutral,2023
80120,3/14/2023,Positive,2023
80219,3/14/2023,Negative,2023
80014,3/14/2023,Positive,2023
80014,3/14/2023,Positive,2023
80014,3/14/2023,Neutral,2023
80221,3/14/2023,Positive,2023
80002,3/14/2023,Positive,2023
80219,3/14/2023,Neutral,2023
80219,3/14/2023,Positive,2023
80120,3/14/2023,Positive,2023
80014,3/14/2023,Neutral,2023
80211,3/14/2023,Negative,2023
80238,3/14/2023,Positive,2023
80120,3/14/2023,Neutral,2023
80014,3/14/2023,Neutral,2023
80002,3/14/2023,Positive,2023
80234,3/14/2023,Negative,2023
80014,3/14/2023,Negative,2023
80238,3/14/2023,Positive,2023
80002,3/14/2023,Negative,2023
80221,3/14/2023,Positive,2023
80120,3/14/2023,Negative,2023
80014,3/14/2023,Positive,2023
80120,3/14/2023,Positive,2023
80204,3/14/2023,Negative,2023
80221,3/14/2023,Negative,2023
80120,3/14/2023,Neutral,2023
80221,3/14/2023,Positive,2023
80219,3/14/2023,Positive,2023
80014,3/14/2023,Neutral,2023
80238,3/14/2023,Positive,2023
80221,3/14/2023,Positive,2023
80204,3/14/2023,Neutral,2023
80016,3/14/2023,Negative,2023
80204,3/14/2023,Positive,2023
80211,3/14/2023,Negative,2023
80120,3/14/2023,Positive,2023
80016,3/14/2023,Positive,2023
80211,3/14/2023,Positive,2023
80219,3/14/2023,Neutral,2023
80120,3/14/2023,Positive,2023
80204,3/14/2023,Neutral,2023
80211,3/14/2023,Positive,2023
80204,3/14/2023,Neutral,2023
80211,3/14/2023,Positive,2023
80238,3/14/2023,Neutral,2023
80014,3/14/2023,Neutral,2023
80120,3/14/2023,Positive,2023
80014,3/14/2023,Positive,2023
80014,3/14/2023,Negative,2023
80002,3/14/2023,Positive,2023
80120,3/14/2023,Negative,2023
80238,3/13/2023,Neutral,2023
80238,3/13/2023,Neutral,2023
80016,3/13/2023,Neutral,2023
80002,3/13/2023,Neutral,2023
80014,3/13/2023,Negative,2023
80221,3/13/2023,Positive,2023
80016,3/13/2023,Positive,2023
80221,3/13/2023,Negative,2023
80234,3/13/2023,Neutral,2023
80238,3/13/2023,Positive,2023
80219,3/13/2023,Positive,2023
80238,3/13/2023,Positive,2023
80221,3/13/2023,Negative,2023
80211,3/13/2023,Positive,2023
80120,3/13/2023,Positive,2023
80204,3/13/2023,Positive,2023
80014,3/13/2023,Neutral,2023
80219,3/13/2023,Neutral,2023
80120,3/13/2023,Positive,2023
80219,3/13/2023,Neutral,2023
80002,3/13/2023,Neutral,2023
80002,3/13/2023,Positive,2023
80016,3/13/2023,Neutral,2023
80016,3/13/2023,Positive,2023
80211,3/13/2023,Positive,2023
80234,3/13/2023,Neutral,2023
80238,3/13/2023,Neutral,2023
80221,3/13/2023,Positive,2023
80014,3/13/2023,Negative,2023
80002,3/13/2023,Neutral,2023
80219,3/13/2023,Neutral,2023
80204,3/13/2023,Negative,2023
80211,3/13/2023,Neutral,2023
80016,3/13/2023,Positive,2023
80014,3/13/2023,Negative,2023
80002,3/13/2023,Negative,2023
80219,3/13/2023,Positive,2023
80002,3/13/2023,Neutral,2023
80234,3/13/2023,Negative,2023
80238,3/13/2023,Negative,2023
80211,3/13/2023,Positive,2023
80120,3/13/2023,Neutral,2023
80234,3/13/2023,Negative,2023
80211,3/13/2023,Negative,2023
80234,3/13/2023,Positive,2023
80221,3/13/2023,Neutral,2023
80234,3/13/2023,Positive,2023
80221,3/13/2023,Positive,2023
80238,3/13/2023,Positive,2023
80002,3/13/2023,Positive,2023
80016,3/13/2023,Negative,2023
80238,3/13/2023,Positive,2023
80238,3/13/2023,Positive,2023
80016,3/13/2023,Neutral,2023
80234,3/13/2023,Positive,2023
80211,3/13/2023,Negative,2023
80016,3/13/2023,Positive,2023
80016,3/13/2023,Positive,2023
80234,3/13/2023,Neutral,2023
80234,3/13/2023,Negative,2023
80219,3/13/2023,Negative,2023
80238,3/13/2023,Negative,2023
80219,3/13/2023,Positive,2023
80219,3/13/2023,Positive,2023
80219,3/12/2023,Positive,2023
80204,3/12/2023,Positive,2023
80120,3/12/2023,Positive,2023
80204,3/12/2023,Neutral,2023
80120,3/12/2023,Neutral,2023
80016,3/12/2023,Neutral,2023
80120,3/12/2023,Positive,2023
80211,3/12/2023,Positive,2023
80120,3/12/2023,Negative,2023
80211,3/12/2023,Negative,2023
80204,3/12/2023,Positive,2023
80219,3/12/2023,Positive,2023
80014,3/12/2023,Positive,2023
80204,3/12/2023,Neutral,2023
80002,3/12/2023,Neutral,2023
80219,3/12/2023,Positive,2023
80238,3/12/2023,Positive,2023
80120,3/12/2023,Neutral,2023
80238,3/12/2023,Neutral,2023
80234,3/12/2023,Positive,2023
80204,3/12/2023,Positive,2023
80221,3/12/2023,Positive,2023
80219,3/12/2023,Positive,2023
80002,3/12/2023,Negative,2023
80120,3/12/2023,Positive,2023
80234,3/12/2023,Neutral,2023
80219,3/12/2023,Negative,2023
80219,3/12/2023,Positive,2023
80219,3/12/2023,Neutral,2023
80120,3/12/2023,Positive,2023
80002,3/12/2023,Positive,2023
80014,3/12/2023,Positive,2023
80234,3/12/2023,Neutral,2023
80238,3/12/2023,Positive,2023
80002,3/12/2023,Positive,2023
80002,3/12/2023,Neutral,2023
80016,3/12/2023,Negative,2023
80016,3/12/2023,Neutral,2023
80234,3/12/2023,Positive,2023
80016,3/12/2023,Positive,2023
80211,3/12/2023,Positive,2023
80016,3/12/2023,Neutral,2023
80002,3/12/2023,Positive,2023
80234,3/12/2023,Negative,2023
80211,3/12/2023,Neutral,2023
80014,3/12/2023,Positive,2023
80014,3/12/2023,Positive,2023
80120,3/12/2023,Negative,2023
80238,3/12/2023,Negative,2023
80016,3/12/2023,Neutral,2023
80221,3/12/2023,Neutral,2023
80219,3/12/2023,Neutral,2023
80016,3/12/2023,Neutral,2023
80221,3/11/2023,Positive,2023
80014,3/11/2023,Positive,2023
80204,3/11/2023,Positive,2023
80238,3/11/2023,Positive,2023
80002,3/11/2023,Neutral,2023
80238,3/11/2023,Neutral,2023
80234,3/11/2023,Negative,2023
80221,3/11/2023,Positive,2023
80238,3/11/2023,Positive,2023
80211,3/11/2023,Positive,2023
80219,3/11/2023,Positive,2023
80002,3/11/2023,Positive,2023
80219,3/11/2023,Neutral,2023
80016,3/11/2023,Neutral,2023
80234,3/11/2023,Positive,2023
80221,3/11/2023,Positive,2023
80120,3/11/2023,Negative,2023
80238,3/11/2023,Positive,2023
80120,3/11/2023,Neutral,2023
80211,3/11/2023,Positive,2023
80014,3/11/2023,Negative,2023
80211,3/11/2023,Positive,2023
80221,3/11/2023,Positive,2023
80219,3/11/2023,Neutral,2023
80204,3/11/2023,Positive,2023
80219,3/11/2023,Negative,2023
80120,3/11/2023,Positive,2023
80221,3/11/2023,Positive,2023
80219,3/11/2023,Positive,2023
80002,3/11/2023,Negative,2023
80221,3/11/2023,Neutral,2023
80234,3/11/2023,Neutral,2023
80016,3/11/2023,Positive,2023
80238,3/11/2023,Neutral,2023
80014,3/11/2023,Positive,2023
80014,3/11/2023,Positive,2023
80120,3/11/2023,Positive,2023
80204,3/11/2023,Negative,2023
80219,3/11/2023,Neutral,2023
80120,3/11/2023,Positive,2023
80014,3/11/2023,Positive,2023
80120,3/11/2023,Neutral,2023
80120,3/11/2023,Positive,2023
80120,3/11/2023,Negative,2023
80002,3/11/2023,Positive,2023
80120,3/11/2023,Neutral,2023
80234,3/11/2023,Neutral,2023
80120,3/11/2023,Negative,2023
80002,3/11/2023,Positive,2023
80002,3/11/2023,Neutral,2023
80204,3/11/2023,Positive,2023
80204,3/11/2023,Positive,2023
80120,3/11/2023,Positive,2023
80234,3/11/2023,Positive,2023
80204,3/11/2023,Positive,2023
80204,3/11/2023,Positive,2023
80238,3/11/2023,Neutral,2023
80204,3/11/2023,Positive,2023
80238,3/11/2023,Negative,2023
80002,3/11/2023,Positive,2023
80016,3/10/2023,Positive,2023
80219,3/10/2023,Positive,2023
80016,3/10/2023,Neutral,2023
80219,3/10/2023,Positive,2023
80219,3/10/2023,Positive,2023
80221,3/10/2023,Positive,2023
80014,3/10/2023,Neutral,2023
80219,3/10/2023,Neutral,2023
80016,3/10/2023,Positive,2023
80002,3/10/2023,Positive,2023
80211,3/10/2023,Neutral,2023
80014,3/10/2023,Positive,2023
80238,3/10/2023,Negative,2023
80120,3/10/2023,Neutral,2023
80221,3/10/2023,Positive,2023
80211,3/10/2023,Positive,2023
80002,3/10/2023,Negative,2023
80120,3/10/2023,Negative,2023
80221,3/10/2023,Positive,2023
80014,3/10/2023,Positive,2023
80221,3/10/2023,Positive,2023
80211,3/10/2023,Neutral,2023
80219,3/10/2023,Neutral,2023
80016,3/10/2023,Neutral,2023
80238,3/10/2023,Neutral,2023
80002,3/10/2023,Positive,2023
80219,3/10/2023,Positive,2023
80238,3/10/2023,Neutral,2023
80238,3/10/2023,Negative,2023
80204,3/10/2023,Neutral,2023
80120,3/10/2023,Negative,2023
80016,3/10/2023,Positive,2023
80219,3/10/2023,Positive,2023
80221,3/10/2023,Positive,2023
80219,3/10/2023,Negative,2023
80221,3/10/2023,Positive,2023
80238,3/10/2023,Negative,2023
80234,3/10/2023,Positive,2023
80014,3/10/2023,Positive,2023
80016,3/10/2023,Positive,2023
80238,3/10/2023,Positive,2023
80219,3/10/2023,Positive,2023
80221,3/10/2023,Positive,2023
80211,3/10/2023,Positive,2023
80204,3/10/2023,Positive,2023
80016,3/10/2023,Positive,2023
80221,3/10/2023,Positive,2023
80204,3/10/2023,Positive,2023
80120,3/10/2023,Positive,2023
80234,3/10/2023,Positive,2023
80002,3/10/2023,Positive,2023
80234,3/10/2023,Negative,2023
80120,3/10/2023,Neutral,2023
80221,3/10/2023,Positive,2023
80204,3/10/2023,Positive,2023
80204,3/9/2023,Positive,2023
80016,3/9/2023,Positive,2023
